date,home_team,away_team,team,scorer,minute,own_goal,penalty
6/28/2019,South Africa,Namibia,South Africa,Bongani Zungu,68,FALSE,FALSE
6/28/2019,Tunisia,Mali,Mali,Diadie Samassékou,60,FALSE,FALSE
6/28/2019,Tunisia,Mali,Tunisia,Wahbi Khazri,70,FALSE,FALSE
6/28/2019,Venezuela,Argentina,Argentina,Lautaro Martínez,10,FALSE,FALSE
6/28/2019,Venezuela,Argentina,Argentina,Giovani Lo Celso,74,FALSE,FALSE
6/29/2019,Haiti,Canada,Canada,Jonathan David,18,FALSE,FALSE
6/29/2019,Haiti,Canada,Canada,Lucas Cavallini,28,FALSE,FALSE
6/29/2019,Haiti,Canada,Haiti,Duckens Nazon,50,FALSE,FALSE
6/29/2019,Haiti,Canada,Haiti,Hervé Bazile,70,FALSE,TRUE
6/29/2019,Haiti,Canada,Haiti,Wilde-Donald Guerrier,76,FALSE,FALSE
6/29/2019,Mexico,Costa Rica,Mexico,Raúl Jiménez,44,FALSE,FALSE
6/29/2019,Mexico,Costa Rica,Costa Rica,Bryan Ruiz,52,FALSE,TRUE
6/30/2019,Burundi,Guinea,Guinea,Mohamed Yattara,25,FALSE,FALSE
6/30/2019,Burundi,Guinea,Guinea,Mohamed Yattara,52,FALSE,FALSE
6/30/2019,Egypt,Uganda,Egypt,Mohamed Salah,36,FALSE,FALSE
6/30/2019,Egypt,Uganda,Egypt,Ahmed Elmohamady,45,FALSE,FALSE
6/30/2019,Jamaica,Panama,Jamaica,Darren Mattocks,75,FALSE,TRUE
6/30/2019,Madagascar,Nigeria,Madagascar,Lalaïna Nomenjanahary,13,FALSE,FALSE
6/30/2019,Madagascar,Nigeria,Madagascar,Carolus Andriamatsinoro,53,FALSE,FALSE
6/30/2019,United States,Curaçao,United States,Weston McKennie,25,FALSE,FALSE
6/30/2019,Zimbabwe,DR Congo,DR Congo,Jonathan Bolingi,4,FALSE,FALSE
6/30/2019,Zimbabwe,DR Congo,DR Congo,Cédric Bakambu,34,FALSE,FALSE
6/30/2019,Zimbabwe,DR Congo,DR Congo,Cédric Bakambu,65,FALSE,TRUE
6/30/2019,Zimbabwe,DR Congo,DR Congo,Britt Assombalonga,78,FALSE,FALSE
7/1/2019,Kenya,Senegal,Senegal,Ismaïla Sarr,63,FALSE,FALSE
7/1/2019,Kenya,Senegal,Senegal,Sadio Mané,71,FALSE,FALSE
7/1/2019,Kenya,Senegal,Senegal,Sadio Mané,78,FALSE,TRUE
7/1/2019,Namibia,Ivory Coast,Ivory Coast,Max Gradel,39,FALSE,FALSE
7/1/2019,Namibia,Ivory Coast,Ivory Coast,Serey Dié,58,FALSE,FALSE
7/1/2019,Namibia,Ivory Coast,Namibia,Joslin Kamatuka,71,FALSE,FALSE
7/1/2019,Namibia,Ivory Coast,Ivory Coast,Wilfried Zaha,84,FALSE,FALSE
7/1/2019,Namibia,Ivory Coast,Ivory Coast,Maxwel Cornet,89,FALSE,FALSE
7/1/2019,South Africa,Morocco,Morocco,Mbark Boussoufa,90,FALSE,FALSE
7/1/2019,Tanzania,Algeria,Algeria,Islam Slimani,35,FALSE,FALSE
7/1/2019,Tanzania,Algeria,Algeria,Adam Ounas,39,FALSE,FALSE
7/1/2019,Tanzania,Algeria,Algeria,Adam Ounas,45,FALSE,FALSE
7/2/2019,Angola,Mali,Mali,Amadou Haidara,37,FALSE,FALSE
7/2/2019,Brazil,Argentina,Brazil,Gabriel Jesus,19,FALSE,FALSE
7/2/2019,Brazil,Argentina,Brazil,Roberto Firmino,71,FALSE,FALSE
7/2/2019,Guinea-Bissau,Ghana,Ghana,Jordan Ayew,46,FALSE,FALSE
7/2/2019,Guinea-Bissau,Ghana,Ghana,Thomas Partey,72,FALSE,FALSE
7/2/2019,Haiti,Mexico,Mexico,Raúl Jiménez,93,FALSE,TRUE
7/3/2019,Chile,Peru,Peru,Edison Flores,21,FALSE,FALSE
7/3/2019,Chile,Peru,Peru,Yoshimar Yotún,38,FALSE,FALSE
7/3/2019,Chile,Peru,Peru,Paolo Guerrero,90,FALSE,FALSE
7/3/2019,United States,Jamaica,United States,Weston McKennie,9,FALSE,FALSE
7/3/2019,United States,Jamaica,United States,Christian Pulisic,52,FALSE,FALSE
7/3/2019,United States,Jamaica,Jamaica,Shamar Nicholson,69,FALSE,FALSE
7/3/2019,United States,Jamaica,United States,Christian Pulisic,87,FALSE,FALSE
7/5/2019,Morocco,Benin,Benin,Moise Adilehou,53,FALSE,FALSE
7/5/2019,Morocco,Benin,Morocco,Youssef En-Nesyri,76,FALSE,FALSE
7/5/2019,Uganda,Senegal,Senegal,Sadio Mané,15,FALSE,FALSE
7/6/2019,Argentina,Chile,Argentina,Sergio Agüero,12,FALSE,FALSE
7/6/2019,Argentina,Chile,Argentina,Paulo Dybala,22,FALSE,FALSE
7/6/2019,Argentina,Chile,Chile,Arturo Vidal,59,FALSE,TRUE
7/6/2019,Egypt,South Africa,South Africa,Thembinkosi Lorch,85,FALSE,FALSE
7/6/2019,Nigeria,Cameroon,Nigeria,Odion Ighalo,19,FALSE,FALSE
7/6/2019,Nigeria,Cameroon,Cameroon,Stéphane Bahoken,41,FALSE,FALSE
7/6/2019,Nigeria,Cameroon,Cameroon,Clinton N'Jie,44,FALSE,FALSE
7/6/2019,Nigeria,Cameroon,Nigeria,Odion Ighalo,63,FALSE,FALSE
7/6/2019,Nigeria,Cameroon,Nigeria,Alex Iwobi,66,FALSE,FALSE
7/7/2019,Algeria,Guinea,Algeria,Youcef Belaïli,24,FALSE,FALSE
7/7/2019,Algeria,Guinea,Algeria,Riyad Mahrez,57,FALSE,FALSE
7/7/2019,Algeria,Guinea,Algeria,Adam Ounas,82,FALSE,FALSE
7/7/2019,Brazil,Peru,Brazil,Everton Soares,15,FALSE,FALSE
7/7/2019,Brazil,Peru,Peru,Paolo Guerrero,44,FALSE,TRUE
7/7/2019,Brazil,Peru,Brazil,Gabriel Jesus,45,FALSE,FALSE
7/7/2019,Brazil,Peru,Brazil,Richarlison,90,FALSE,TRUE
7/7/2019,Madagascar,DR Congo,Madagascar,Ibrahim Amada,9,FALSE,FALSE
7/7/2019,Madagascar,DR Congo,DR Congo,Cédric Bakambu,21,FALSE,FALSE
7/7/2019,Madagascar,DR Congo,Madagascar,Faneva Imà Andriatsima,77,FALSE,FALSE
7/7/2019,Madagascar,DR Congo,DR Congo,Chancel Mbemba,90,FALSE,FALSE
7/7/2019,United States,Mexico,Mexico,Jonathan dos Santos,73,FALSE,FALSE
7/8/2019,Ghana,Tunisia,Tunisia,Taha Yassine Khenissi,73,FALSE,FALSE
7/8/2019,Ghana,Tunisia,Ghana,Rami Bedoui,90,TRUE,FALSE
7/8/2019,Mali,Ivory Coast,Ivory Coast,Wilfried Zaha,76,FALSE,FALSE
7/10/2019,Nigeria,South Africa,Nigeria,Samuel Chukwueze,27,FALSE,FALSE
7/10/2019,Nigeria,South Africa,South Africa,Bongani Zungu,71,FALSE,FALSE
7/10/2019,Nigeria,South Africa,Nigeria,William Troost-Ekong,89,FALSE,FALSE
7/10/2019,Senegal,Benin,Senegal,Idrissa Gueye,70,FALSE,FALSE
7/11/2019,Ivory Coast,Algeria,Algeria,Sofiane Feghouli,20,FALSE,FALSE
7/11/2019,Ivory Coast,Algeria,Ivory Coast,Jonathan Kodjia,62,FALSE,FALSE
7/11/2019,Madagascar,Tunisia,Tunisia,Ferjani Sassi,52,FALSE,FALSE
7/11/2019,Madagascar,Tunisia,Tunisia,Youssef Msakni,60,FALSE,FALSE
7/11/2019,Madagascar,Tunisia,Tunisia,Naïm Sliti,90,FALSE,FALSE
7/14/2019,Algeria,Nigeria,Algeria,William Troost-Ekong,40,TRUE,FALSE
7/14/2019,Algeria,Nigeria,Nigeria,Odion Ighalo,72,FALSE,TRUE
7/14/2019,Algeria,Nigeria,Algeria,Riyad Mahrez,90,FALSE,FALSE
7/14/2019,Senegal,Tunisia,Senegal,Dylan Bronn,101,TRUE,FALSE
7/17/2019,Tunisia,Nigeria,Nigeria,Odion Ighalo,3,FALSE,FALSE
7/19/2019,Senegal,Algeria,Algeria,Baghdad Bounedjah,2,FALSE,FALSE
9/4/2019,Burundi,Tanzania,Burundi,Cédric Amissi,81,FALSE,FALSE
9/4/2019,Burundi,Tanzania,Tanzania,Simon Msuva,85,FALSE,FALSE
9/4/2019,Djibouti,Eswatini,Djibouti,Mahdi Houssein Mahabeh,45,FALSE,TRUE
9/4/2019,Djibouti,Eswatini,Eswatini,Siboniso Mamba,56,FALSE,FALSE
9/4/2019,Djibouti,Eswatini,Djibouti,Abdi Idleh Hamza,74,FALSE,FALSE
9/4/2019,Eritrea,Namibia,Namibia,Peter Shalulile,50,FALSE,FALSE
9/4/2019,Eritrea,Namibia,Namibia,Esey Tesfay,58,TRUE,FALSE
9/4/2019,Eritrea,Namibia,Eritrea,Ali Sulieman,65,FALSE,FALSE
9/4/2019,Liberia,Sierra Leone,Liberia,Terrence Tisdell,18,FALSE,TRUE
9/4/2019,Liberia,Sierra Leone,Sierra Leone,Kwame Quee,56,FALSE,FALSE
9/4/2019,Liberia,Sierra Leone,Liberia,Mohammed Sangare,82,FALSE,TRUE
9/4/2019,Liberia,Sierra Leone,Liberia,Sam Johnson,88,FALSE,FALSE
9/4/2019,Mauritius,Mozambique,Mozambique,Telinho,10,FALSE,FALSE
9/4/2019,South Sudan,Equatorial Guinea,Equatorial Guinea,Luis Meseguer,34,FALSE,FALSE
9/4/2019,South Sudan,Equatorial Guinea,South Sudan,Niko Kata,75,TRUE,FALSE
9/4/2019,São Tomé and Príncipe,Guinea-Bissau,Guinea-Bissau,Joseph Mendes,85,FALSE,TRUE
9/5/2019,Armenia,Italy,Armenia,Aleksandre Karapetian,11,FALSE,FALSE
9/5/2019,Armenia,Italy,Italy,Andrea Belotti,28,FALSE,FALSE
9/5/2019,Armenia,Italy,Italy,Lorenzo Pellegrini,77,FALSE,FALSE
9/5/2019,Armenia,Italy,Italy,Aram Ayrapetyan,80,TRUE,FALSE
9/5/2019,Bahrain,Iraq,Bahrain,Kamil Al Aswad,9,FALSE,FALSE
9/5/2019,Bahrain,Iraq,Iraq,Mohanad Ali,85,FALSE,FALSE
9/5/2019,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Amer Gojak,11,FALSE,FALSE
9/5/2019,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Andreas Malin,80,TRUE,FALSE
9/5/2019,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Edin Džeko,85,FALSE,FALSE
9/5/2019,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Edin Višća,87,FALSE,FALSE
9/5/2019,Bosnia and Herzegovina,Liechtenstein,Bosnia and Herzegovina,Amer Gojak,89,FALSE,FALSE
9/5/2019,Cambodia,Hong Kong,Hong Kong,Tan Chun Lok,16,FALSE,FALSE
9/5/2019,Cambodia,Hong Kong,Cambodia,Keo Sokpheng,33,FALSE,FALSE
9/5/2019,Chad,Sudan,Sudan,Ramadan Agab,13,FALSE,FALSE
9/5/2019,Chad,Sudan,Sudan,Ramadan Agab,67,FALSE,FALSE
9/5/2019,Chad,Sudan,Sudan,Ramadan Agab,74,FALSE,FALSE
9/5/2019,Chad,Sudan,Chad,Ezechiel N'Douassel,85,FALSE,TRUE
9/5/2019,Faroe Islands,Sweden,Sweden,Alexander Isak,12,FALSE,FALSE
9/5/2019,Faroe Islands,Sweden,Sweden,Alexander Isak,15,FALSE,FALSE
9/5/2019,Faroe Islands,Sweden,Sweden,Victor Lindelöf,23,FALSE,FALSE
9/5/2019,Faroe Islands,Sweden,Sweden,Robin Quaison,41,FALSE,FALSE
9/5/2019,Finland,Greece,Finland,Teemu Pukki,52,FALSE,TRUE
9/5/2019,Gibraltar,Denmark,Denmark,Robert Skov,6,FALSE,FALSE
9/5/2019,Gibraltar,Denmark,Denmark,Christian Eriksen,34,FALSE,TRUE
9/5/2019,Gibraltar,Denmark,Denmark,Christian Eriksen,50,FALSE,TRUE
9/5/2019,Gibraltar,Denmark,Denmark,Thomas Delaney,69,FALSE,FALSE
9/5/2019,Gibraltar,Denmark,Denmark,Christian Gytkjær,73,FALSE,FALSE
9/5/2019,Gibraltar,Denmark,Denmark,Christian Gytkjær,78,FALSE,FALSE
9/5/2019,Guam,Maldives,Maldives,Ibrahim Mahudhee,27,FALSE,FALSE
9/5/2019,India,Oman,India,Sunil Chhetri,24,FALSE,FALSE
9/5/2019,India,Oman,Oman,Rabia Al-Alawi,82,FALSE,FALSE
9/5/2019,India,Oman,Oman,Rabia Al-Alawi,90,FALSE,FALSE
9/5/2019,Indonesia,Malaysia,Indonesia,Beto Gonçalves,11,FALSE,FALSE
9/5/2019,Indonesia,Malaysia,Malaysia,Mohamadou Sumareh,36,FALSE,FALSE
9/5/2019,Indonesia,Malaysia,Indonesia,Beto Gonçalves,38,FALSE,FALSE
9/5/2019,Indonesia,Malaysia,Malaysia,Syafiq Ahmad,65,FALSE,FALSE
9/5/2019,Indonesia,Malaysia,Malaysia,Mohamadou Sumareh,90,FALSE,FALSE
9/5/2019,Israel,North Macedonia,Israel,Eran Zahavi,55,FALSE,FALSE
9/5/2019,Israel,North Macedonia,North Macedonia,Arijan Ademi,64,FALSE,FALSE
9/5/2019,Kuwait,Nepal,Kuwait,Yousef Nasser,6,FALSE,FALSE
9/5/2019,Kuwait,Nepal,Kuwait,Fahad Al Hajeri,13,FALSE,FALSE
9/5/2019,Kuwait,Nepal,Kuwait,Yousef Nasser,50,FALSE,FALSE
9/5/2019,Kuwait,Nepal,Kuwait,Abdullah Mawei,59,FALSE,FALSE
9/5/2019,Kuwait,Nepal,Kuwait,Bader Al-Mutawa,67,FALSE,FALSE
9/5/2019,Kuwait,Nepal,Kuwait,Redha Abujabarah,90,FALSE,FALSE
9/5/2019,Kuwait,Nepal,Kuwait,Hussain Al-Musawi,90,FALSE,FALSE
9/5/2019,Mongolia,Myanmar,Mongolia,Dölgöön Amaraa,17,FALSE,FALSE
9/5/2019,North Korea,Lebanon,North Korea,Jong Il-gwan,7,FALSE,FALSE
9/5/2019,North Korea,Lebanon,North Korea,Jong Il-gwan,56,FALSE,FALSE
9/5/2019,Norway,Malta,Norway,Sander Berge,34,FALSE,FALSE
9/5/2019,Norway,Malta,Norway,Joshua King,45,FALSE,TRUE
9/5/2019,Palestine,Uzbekistan,Palestine,Oday Dabbagh,60,FALSE,FALSE
9/5/2019,Palestine,Uzbekistan,Palestine,Islam Batran,85,FALSE,FALSE
9/5/2019,Philippines,Syria,Philippines,Javier Patiño,6,FALSE,FALSE
9/5/2019,Philippines,Syria,Syria,Omar Al Somah,14,FALSE,FALSE
9/5/2019,Philippines,Syria,Syria,Khaled Mobayed,30,FALSE,FALSE
9/5/2019,Philippines,Syria,Syria,Firas Al-Khatib,48,FALSE,TRUE
9/5/2019,Philippines,Syria,Syria,Omar Al Somah,55,FALSE,FALSE
9/5/2019,Philippines,Syria,Philippines,Mike Ott,83,FALSE,FALSE
9/5/2019,Philippines,Syria,Syria,Mahmoud Al-Mawas,85,FALSE,FALSE
9/5/2019,Qatar,Afghanistan,Qatar,Almoez Ali,4,FALSE,FALSE
9/5/2019,Qatar,Afghanistan,Qatar,Almoez Ali,10,FALSE,FALSE
9/5/2019,Qatar,Afghanistan,Qatar,Hassan Al-Haydos,13,FALSE,FALSE
9/5/2019,Qatar,Afghanistan,Qatar,Abdelkarim Hassan,34,FALSE,FALSE
9/5/2019,Qatar,Afghanistan,Qatar,Almoez Ali,51,FALSE,FALSE
9/5/2019,Qatar,Afghanistan,Qatar,Boualem Khoukhi,67,FALSE,FALSE
9/5/2019,Republic of Ireland,Switzerland,Switzerland,Fabian Schär,74,FALSE,FALSE
9/5/2019,Republic of Ireland,Switzerland,Republic of Ireland,David McGoldrick,85,FALSE,FALSE
9/5/2019,Romania,Spain,Spain,Sergio Ramos,29,FALSE,TRUE
9/5/2019,Romania,Spain,Spain,Paco Alcácer,47,FALSE,FALSE
9/5/2019,Romania,Spain,Romania,Florin Andone,59,FALSE,FALSE
9/5/2019,Seychelles,Rwanda,Rwanda,Muhadjiri Hakizimana,32,FALSE,FALSE
9/5/2019,Seychelles,Rwanda,Rwanda,Yannick Mukunzi,36,FALSE,FALSE
9/5/2019,Seychelles,Rwanda,Rwanda,Meddie Kagere,80,FALSE,FALSE
9/5/2019,Singapore,Yemen,Singapore,Ikhsan Fandi,27,FALSE,FALSE
9/5/2019,Singapore,Yemen,Yemen,Abdulwasea Al-Matari,34,FALSE,FALSE
9/5/2019,Singapore,Yemen,Yemen,Mohsen Qarawi,45,FALSE,FALSE
9/5/2019,Singapore,Yemen,Singapore,Faris Ramli,52,FALSE,FALSE
9/5/2019,Somalia,Zimbabwe,Somalia,Anwar Shakunda,86,FALSE,FALSE
9/5/2019,Sri Lanka,Turkmenistan,Turkmenistan,Wahyt Orazsähedow,8,FALSE,FALSE
9/5/2019,Sri Lanka,Turkmenistan,Turkmenistan,Arslanmyrat Amanow,53,FALSE,FALSE
9/5/2019,Taiwan,Jordan,Jordan,Baha' Faisal,19,FALSE,FALSE
9/5/2019,Taiwan,Jordan,Jordan,Ahmed Samir,37,FALSE,FALSE
9/5/2019,Taiwan,Jordan,Taiwan,Wen Chih-hao,81,FALSE,FALSE
9/5/2019,Tajikistan,Kyrgyzstan,Tajikistan,Alisher Dzhalilov,41,FALSE,FALSE
9/6/2019,Austria,Latvia,Austria,Marko Arnautović,7,FALSE,FALSE
9/6/2019,Austria,Latvia,Austria,Marcel Sabitzer,13,FALSE,FALSE
9/6/2019,Austria,Latvia,Austria,Marko Arnautović,53,FALSE,TRUE
9/6/2019,Austria,Latvia,Austria,Pāvels Šteinbors,76,TRUE,FALSE
9/6/2019,Austria,Latvia,Austria,Konrad Laimer,80,FALSE,FALSE
9/6/2019,Austria,Latvia,Austria,Michael Gregoritsch,85,FALSE,FALSE
9/6/2019,Comoros,Togo,Togo,Kodjo Fo-Doh Laba,34,FALSE,FALSE
9/6/2019,Comoros,Togo,Comoros,Ibroihim Djoudja,49,FALSE,FALSE
9/6/2019,Cyprus,Kazakhstan,Kazakhstan,Aleksey Shchotkin,2,FALSE,FALSE
9/6/2019,Cyprus,Kazakhstan,Cyprus,Pieros Sotiriou,39,FALSE,FALSE
9/6/2019,Estonia,Belarus,Belarus,Nikita Naumov,48,FALSE,FALSE
9/6/2019,Estonia,Belarus,Estonia,Erik Sorga,54,FALSE,FALSE
9/6/2019,Estonia,Belarus,Belarus,Maksim Skavysh,90,FALSE,FALSE
9/6/2019,Gambia,Angola,Angola,Wilson Gaspar,31,FALSE,FALSE
9/6/2019,Germany,Netherlands,Germany,Serge Gnabry,9,FALSE,FALSE
9/6/2019,Germany,Netherlands,Netherlands,Frenkie de Jong,59,FALSE,FALSE
9/6/2019,Germany,Netherlands,Netherlands,Jonathan Tah,66,TRUE,FALSE
9/6/2019,Germany,Netherlands,Germany,Toni Kroos,73,FALSE,TRUE
9/6/2019,Germany,Netherlands,Netherlands,Donyell Malen,79,FALSE,FALSE
9/6/2019,Germany,Netherlands,Netherlands,Georginio Wijnaldum,90,FALSE,FALSE
9/6/2019,San Marino,Belgium,Belgium,Michy Batshuayi,43,FALSE,TRUE
9/6/2019,San Marino,Belgium,Belgium,Dries Mertens,57,FALSE,FALSE
9/6/2019,San Marino,Belgium,Belgium,Nacer Chadli,63,FALSE,FALSE
9/6/2019,San Marino,Belgium,Belgium,Michy Batshuayi,90,FALSE,FALSE
9/6/2019,Scotland,Russia,Scotland,John McGinn,11,FALSE,FALSE
9/6/2019,Scotland,Russia,Russia,Artem Dzyuba,40,FALSE,FALSE
9/6/2019,Scotland,Russia,Russia,Stephen O'Donnell,59,TRUE,FALSE
9/6/2019,Slovakia,Croatia,Croatia,Nikola Vlašić,45,FALSE,FALSE
9/6/2019,Slovakia,Croatia,Croatia,Ivan Perišić,46,FALSE,FALSE
9/6/2019,Slovakia,Croatia,Croatia,Bruno Petković,72,FALSE,FALSE
9/6/2019,Slovakia,Croatia,Croatia,Dejan Lovren,89,FALSE,FALSE
9/6/2019,Slovenia,Poland,Slovenia,Aljaž Struna,35,FALSE,FALSE
9/6/2019,Slovenia,Poland,Slovenia,Andraž Šporar,65,FALSE,FALSE
9/6/2019,Wales,Azerbaijan,Wales,Pavel Pashayev,26,TRUE,FALSE
9/6/2019,Wales,Azerbaijan,Azerbaijan,Mahir Emreli,59,FALSE,FALSE
9/6/2019,Wales,Azerbaijan,Wales,Gareth Bale,84,FALSE,FALSE
9/7/2019,England,Bulgaria,England,Harry Kane,24,FALSE,FALSE
9/7/2019,England,Bulgaria,England,Harry Kane,50,FALSE,TRUE
9/7/2019,England,Bulgaria,England,Raheem Sterling,55,FALSE,FALSE
9/7/2019,England,Bulgaria,England,Harry Kane,73,FALSE,TRUE
9/7/2019,France,Albania,France,Kingsley Coman,8,FALSE,FALSE
9/7/2019,France,Albania,France,Olivier Giroud,27,FALSE,FALSE
9/7/2019,France,Albania,France,Kingsley Coman,68,FALSE,FALSE
9/7/2019,France,Albania,France,Jonathan Ikoné,85,FALSE,FALSE
9/7/2019,France,Albania,Albania,Sokol Çikalleshi,90,FALSE,TRUE
9/7/2019,Iceland,Moldova,Iceland,Kolbeinn Sigþórsson,31,FALSE,FALSE
9/7/2019,Iceland,Moldova,Iceland,Birkir Bjarnason,55,FALSE,FALSE
9/7/2019,Iceland,Moldova,Iceland,Jón Daði Böðvarsson,77,FALSE,FALSE
9/7/2019,Kosovo,Czech Republic,Czech Republic,Patrik Schick,16,FALSE,FALSE
9/7/2019,Kosovo,Czech Republic,Kosovo,Vedat Muriqi,20,FALSE,FALSE
9/7/2019,Kosovo,Czech Republic,Kosovo,Mërgim Vojvoda,67,FALSE,FALSE
9/7/2019,Lithuania,Ukraine,Ukraine,Oleksandr Zinchenko,7,FALSE,FALSE
9/7/2019,Lithuania,Ukraine,Ukraine,Marlos,27,FALSE,FALSE
9/7/2019,Lithuania,Ukraine,Ukraine,Ruslan Malinovskyi,62,FALSE,FALSE
9/7/2019,Serbia,Portugal,Portugal,William Carvalho,42,FALSE,FALSE
9/7/2019,Serbia,Portugal,Portugal,Gonçalo Guedes,58,FALSE,FALSE
9/7/2019,Serbia,Portugal,Serbia,Nikola Milenković,68,FALSE,FALSE
9/7/2019,Serbia,Portugal,Portugal,Cristiano Ronaldo,80,FALSE,FALSE
9/7/2019,Serbia,Portugal,Serbia,Aleksandar Mitrović,85,FALSE,FALSE
9/7/2019,Serbia,Portugal,Portugal,Bernardo Silva,86,FALSE,FALSE
9/7/2019,Turkey,Andorra,Turkey,Ozan Tufan,89,FALSE,FALSE
9/8/2019,Armenia,Bosnia and Herzegovina,Armenia,Henrikh Mkhitaryan,3,FALSE,FALSE
9/8/2019,Armenia,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,13,FALSE,FALSE
9/8/2019,Armenia,Bosnia and Herzegovina,Armenia,Henrikh Mkhitaryan,66,FALSE,FALSE
9/8/2019,Armenia,Bosnia and Herzegovina,Bosnia and Herzegovina,Amer Gojak,70,FALSE,FALSE
9/8/2019,Armenia,Bosnia and Herzegovina,Armenia,Hovhannes Hambardzumyan,77,FALSE,FALSE
9/8/2019,Armenia,Bosnia and Herzegovina,Armenia,Stjepan Lončar,90,TRUE,FALSE
9/8/2019,Equatorial Guinea,South Sudan,Equatorial Guinea,Emilio Nsue,72,FALSE,FALSE
9/8/2019,Finland,Italy,Italy,Ciro Immobile,59,FALSE,FALSE
9/8/2019,Finland,Italy,Finland,Teemu Pukki,72,FALSE,TRUE
9/8/2019,Finland,Italy,Italy,Jorginho,79,FALSE,TRUE
9/8/2019,Greece,Liechtenstein,Greece,Giorgos Masouras,33,FALSE,FALSE
9/8/2019,Greece,Liechtenstein,Liechtenstein,Dennis Salanović,85,FALSE,FALSE
9/8/2019,Lesotho,Ethiopia,Ethiopia,Nkau Lerotholi,50,TRUE,FALSE
9/8/2019,Lesotho,Ethiopia,Lesotho,Tsepo Seturumane,56,FALSE,FALSE
9/8/2019,Romania,Malta,Romania,George Pușcaș,47,FALSE,FALSE
9/8/2019,Sierra Leone,Liberia,Sierra Leone,Kei Kamara,55,FALSE,FALSE
9/8/2019,Spain,Faroe Islands,Spain,Rodrigo,13,FALSE,FALSE
9/8/2019,Spain,Faroe Islands,Spain,Rodrigo,50,FALSE,FALSE
9/8/2019,Spain,Faroe Islands,Spain,Paco Alcácer,90,FALSE,FALSE
9/8/2019,Spain,Faroe Islands,Spain,Paco Alcácer,90,FALSE,FALSE
9/8/2019,Sweden,Norway,Norway,Stefan Johansen,45,FALSE,FALSE
9/8/2019,Sweden,Norway,Sweden,Emil Forsberg,60,FALSE,FALSE
9/8/2019,Switzerland,Gibraltar,Switzerland,Denis Zakaria,37,FALSE,FALSE
9/8/2019,Switzerland,Gibraltar,Switzerland,Admir Mehmedi,43,FALSE,FALSE
9/8/2019,Switzerland,Gibraltar,Switzerland,Ricardo Rodríguez,45,FALSE,FALSE
9/8/2019,Switzerland,Gibraltar,Switzerland,Mario Gavranović,87,FALSE,FALSE
9/8/2019,Tanzania,Burundi,Tanzania,Mbwana Samatta,29,FALSE,FALSE
9/8/2019,Tanzania,Burundi,Burundi,Fiston Abdul Razak,45,FALSE,FALSE
9/9/2019,Azerbaijan,Croatia,Croatia,Luka Modrić,11,FALSE,TRUE
9/9/2019,Azerbaijan,Croatia,Azerbaijan,Tamkin Khalilzade,72,FALSE,FALSE
9/9/2019,Estonia,Netherlands,Netherlands,Ryan Babel,17,FALSE,FALSE
9/9/2019,Estonia,Netherlands,Netherlands,Ryan Babel,47,FALSE,FALSE
9/9/2019,Estonia,Netherlands,Netherlands,Memphis Depay,76,FALSE,FALSE
9/9/2019,Estonia,Netherlands,Netherlands,Georginio Wijnaldum,87,FALSE,FALSE
9/9/2019,Hungary,Slovakia,Slovakia,Róbert Mak,40,FALSE,FALSE
9/9/2019,Hungary,Slovakia,Hungary,Dominik Szoboszlai,50,FALSE,FALSE
9/9/2019,Hungary,Slovakia,Slovakia,Róbert Boženík,56,FALSE,FALSE
9/9/2019,Latvia,North Macedonia,North Macedonia,Goran Pandev,14,FALSE,FALSE
9/9/2019,Latvia,North Macedonia,North Macedonia,Enis Bardhi,17,FALSE,FALSE
9/9/2019,Northern Ireland,Germany,Germany,Marcel Halstenberg,48,FALSE,FALSE
9/9/2019,Northern Ireland,Germany,Germany,Serge Gnabry,90,FALSE,FALSE
9/9/2019,Russia,Kazakhstan,Russia,Mário Fernandes,89,FALSE,FALSE
9/9/2019,San Marino,Cyprus,Cyprus,Ioannis Kousoulos,2,FALSE,FALSE
9/9/2019,San Marino,Cyprus,Cyprus,Fotis Papoulis,39,FALSE,FALSE
9/9/2019,San Marino,Cyprus,Cyprus,Ioannis Kousoulos,73,FALSE,FALSE
9/9/2019,San Marino,Cyprus,Cyprus,Kostakis Artymatas,75,FALSE,FALSE
9/9/2019,Scotland,Belgium,Belgium,Romelu Lukaku,9,FALSE,FALSE
9/9/2019,Scotland,Belgium,Belgium,Thomas Vermaelen,24,FALSE,FALSE
9/9/2019,Scotland,Belgium,Belgium,Toby Alderweireld,32,FALSE,FALSE
9/9/2019,Scotland,Belgium,Belgium,Kevin De Bruyne,82,FALSE,FALSE
9/9/2019,Slovenia,Israel,Slovenia,Benjamin Verbič,43,FALSE,FALSE
9/9/2019,Slovenia,Israel,Israel,Bibras Natcho,50,FALSE,FALSE
9/9/2019,Slovenia,Israel,Israel,Eran Zahavi,63,FALSE,FALSE
9/9/2019,Slovenia,Israel,Slovenia,Roman Bezjak,66,FALSE,FALSE
9/9/2019,Slovenia,Israel,Slovenia,Benjamin Verbič,90,FALSE,FALSE
