date,home_team,away_team,team,scorer,minute,own_goal,penalty
11/15/2014,Spain,Belarus,Spain,Isco,18,FALSE,FALSE
11/15/2014,Spain,Belarus,Spain,Sergio Busquets,19,FALSE,FALSE
11/15/2014,Spain,Belarus,Spain,Pedro,55,FALSE,FALSE
11/15/2014,Switzerland,Lithuania,Switzerland,Giedrius Arlauskis,66,TRUE,FALSE
11/15/2014,Switzerland,Lithuania,Switzerland,Fabian Schär,68,FALSE,FALSE
11/15/2014,Switzerland,Lithuania,Switzerland,Xherdan Shaqiri,80,FALSE,FALSE
11/15/2014,Switzerland,Lithuania,Switzerland,Xherdan Shaqiri,90,FALSE,FALSE
11/16/2014,Azerbaijan,Norway,Norway,Håvard Nordtveit,25,FALSE,FALSE
11/16/2014,Bulgaria,Malta,Bulgaria,Andrey Galabinov,6,FALSE,FALSE
11/16/2014,Bulgaria,Malta,Malta,Clayton Failla,49,FALSE,TRUE
11/16/2014,Cyprus,Andorra,Cyprus,Giorgos Merkis,9,FALSE,FALSE
11/16/2014,Cyprus,Andorra,Cyprus,Georgios Efrem,31,FALSE,FALSE
11/16/2014,Cyprus,Andorra,Cyprus,Georgios Efrem,42,FALSE,FALSE
11/16/2014,Cyprus,Andorra,Cyprus,Georgios Efrem,60,FALSE,FALSE
11/16/2014,Cyprus,Andorra,Cyprus,Demetris Christofi,87,FALSE,TRUE
11/16/2014,Czech Republic,Iceland,Iceland,Ragnar Sigurðsson,9,FALSE,FALSE
11/16/2014,Czech Republic,Iceland,Czech Republic,Pavel Kadeřábek,45,FALSE,FALSE
11/16/2014,Czech Republic,Iceland,Czech Republic,Jón Daði Böðvarsson,61,TRUE,FALSE
11/16/2014,Israel,Bosnia and Herzegovina,Israel,Gil Vermouth,36,FALSE,FALSE
11/16/2014,Israel,Bosnia and Herzegovina,Israel,Omer Damari,45,FALSE,FALSE
11/16/2014,Israel,Bosnia and Herzegovina,Israel,Eran Zahavi,70,FALSE,FALSE
11/16/2014,Italy,Croatia,Italy,Antonio Candreva,11,FALSE,FALSE
11/16/2014,Italy,Croatia,Croatia,Ivan Perišić,15,FALSE,FALSE
11/16/2014,Netherlands,Latvia,Netherlands,Robin van Persie,6,FALSE,FALSE
11/16/2014,Netherlands,Latvia,Netherlands,Arjen Robben,35,FALSE,FALSE
11/16/2014,Netherlands,Latvia,Netherlands,Klaas-Jan Huntelaar,42,FALSE,FALSE
11/16/2014,Netherlands,Latvia,Netherlands,Jeffrey Bruma,78,FALSE,FALSE
11/16/2014,Netherlands,Latvia,Netherlands,Arjen Robben,82,FALSE,FALSE
11/16/2014,Netherlands,Latvia,Netherlands,Klaas-Jan Huntelaar,89,FALSE,FALSE
11/16/2014,Turkey,Kazakhstan,Turkey,Burak Yılmaz,26,FALSE,TRUE
11/16/2014,Turkey,Kazakhstan,Turkey,Burak Yılmaz,29,FALSE,FALSE
11/16/2014,Turkey,Kazakhstan,Turkey,Serdar Aziz,83,FALSE,FALSE
11/16/2014,Turkey,Kazakhstan,Kazakhstan,Samat Smakov,87,FALSE,TRUE
1/9/2015,Australia,Kuwait,Kuwait,Hussain Fadhel,8,FALSE,FALSE
1/9/2015,Australia,Kuwait,Australia,Tim Cahill,33,FALSE,FALSE
1/9/2015,Australia,Kuwait,Australia,Massimo Luongo,45,FALSE,FALSE
1/9/2015,Australia,Kuwait,Australia,Mile Jedinak,62,FALSE,TRUE
1/9/2015,Australia,Kuwait,Australia,James Troisi,90,FALSE,FALSE
1/10/2015,Saudi Arabia,China PR,China PR,Yu Hai,81,FALSE,FALSE
1/10/2015,South Korea,Oman,South Korea,Cho Young-cheol,45,FALSE,FALSE
1/10/2015,Uzbekistan,North Korea,Uzbekistan,Igor Sergeev,62,FALSE,FALSE
1/11/2015,Iran,Bahrain,Iran,Ehsan Hajsafi,45,FALSE,FALSE
1/11/2015,Iran,Bahrain,Iran,Masoud Shojaei,71,FALSE,FALSE
1/11/2015,United Arab Emirates,Qatar,Qatar,Khalfan Ibrahim,23,FALSE,FALSE
1/11/2015,United Arab Emirates,Qatar,United Arab Emirates,Ahmed Khalil,37,FALSE,FALSE
1/11/2015,United Arab Emirates,Qatar,United Arab Emirates,Ahmed Khalil,52,FALSE,FALSE
1/11/2015,United Arab Emirates,Qatar,United Arab Emirates,Ali Mabkhout,56,FALSE,FALSE
1/11/2015,United Arab Emirates,Qatar,United Arab Emirates,Ali Mabkhout,90,FALSE,FALSE
1/12/2015,Japan,Palestine,Japan,Yasuhito Endō,8,FALSE,FALSE
1/12/2015,Japan,Palestine,Japan,Shinji Okazaki,25,FALSE,FALSE
1/12/2015,Japan,Palestine,Japan,Keisuke Honda,43,FALSE,TRUE
1/12/2015,Japan,Palestine,Japan,Maya Yoshida,49,FALSE,FALSE
1/12/2015,Jordan,Iraq,Iraq,Yaser Kasim,77,FALSE,FALSE
1/13/2015,Australia,Oman,Australia,Matt McKay,27,FALSE,FALSE
1/13/2015,Australia,Oman,Australia,Robbie Kruse,30,FALSE,FALSE
1/13/2015,Australia,Oman,Australia,Mark Milligan,45,FALSE,TRUE
1/13/2015,Australia,Oman,Australia,Tomi Juric,70,FALSE,FALSE
1/13/2015,Kuwait,South Korea,South Korea,Nam Tae-hee,36,FALSE,FALSE
1/14/2015,China PR,Uzbekistan,Uzbekistan,Odil Ahmedov,23,FALSE,FALSE
1/14/2015,China PR,Uzbekistan,China PR,Wu Xi,54,FALSE,FALSE
1/14/2015,China PR,Uzbekistan,China PR,Sun Ke,68,FALSE,FALSE
1/14/2015,North Korea,Saudi Arabia,North Korea,Ryang Yong-gi,12,FALSE,FALSE
1/14/2015,North Korea,Saudi Arabia,Saudi Arabia,Naif Hazazi,37,FALSE,FALSE
1/14/2015,North Korea,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,52,FALSE,FALSE
1/14/2015,North Korea,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,54,FALSE,FALSE
1/14/2015,North Korea,Saudi Arabia,Saudi Arabia,Nawaf Al-Abed,76,FALSE,FALSE
1/15/2015,Bahrain,United Arab Emirates,United Arab Emirates,Ali Mabkhout,1,FALSE,FALSE
1/15/2015,Bahrain,United Arab Emirates,Bahrain,Jaycee John Okwunwanne,26,FALSE,FALSE
1/15/2015,Bahrain,United Arab Emirates,United Arab Emirates,Mohamed Husain,74,TRUE,FALSE
1/15/2015,Qatar,Iran,Iran,Sardar Azmoun,52,FALSE,FALSE
1/16/2015,Iraq,Japan,Japan,Keisuke Honda,23,FALSE,TRUE
1/16/2015,Palestine,Jordan,Jordan,Yousef Al-Rawashdeh,32,FALSE,FALSE
1/16/2015,Palestine,Jordan,Jordan,Hamza Al-Dardour,34,FALSE,FALSE
1/16/2015,Palestine,Jordan,Jordan,Hamza Al-Dardour,45,FALSE,FALSE
1/16/2015,Palestine,Jordan,Jordan,Hamza Al-Dardour,75,FALSE,FALSE
1/16/2015,Palestine,Jordan,Jordan,Hamza Al-Dardour,79,FALSE,FALSE
1/16/2015,Palestine,Jordan,Palestine,Jaka Ihbeisheh,84,FALSE,FALSE
1/17/2015,Australia,South Korea,South Korea,Lee Jung-hyup,33,FALSE,FALSE
1/17/2015,Burkina Faso,Gabon,Gabon,Pierre-Emerick Aubameyang,19,FALSE,FALSE
1/17/2015,Burkina Faso,Gabon,Gabon,Malick Evouna,72,FALSE,FALSE
1/17/2015,Equatorial Guinea,Congo,Equatorial Guinea,Emilio Nsue,16,FALSE,FALSE
1/17/2015,Equatorial Guinea,Congo,Congo,Thievy Bifouma,87,FALSE,FALSE
1/17/2015,Oman,Kuwait,Oman,Abdul Aziz Al-Muqbali,69,FALSE,FALSE
1/18/2015,China PR,North Korea,China PR,Sun Ke,1,FALSE,FALSE
1/18/2015,China PR,North Korea,China PR,Sun Ke,42,FALSE,FALSE
1/18/2015,China PR,North Korea,North Korea,Gao Lin,57,TRUE,FALSE
1/18/2015,Tunisia,Cape Verde,Tunisia,Mohamed Ali Manser,70,FALSE,FALSE
1/18/2015,Tunisia,Cape Verde,Cape Verde,Héldon Ramos,78,FALSE,TRUE
1/18/2015,Uzbekistan,Saudi Arabia,Uzbekistan,Sardor Rashidov,2,FALSE,FALSE
1/18/2015,Uzbekistan,Saudi Arabia,Saudi Arabia,Mohammad Al-Sahlawi,60,FALSE,TRUE
1/18/2015,Uzbekistan,Saudi Arabia,Uzbekistan,Vokhid Shodiev,71,FALSE,FALSE
1/18/2015,Uzbekistan,Saudi Arabia,Uzbekistan,Sardor Rashidov,78,FALSE,FALSE
1/18/2015,Zambia,DR Congo,Zambia,Given Singuluma,2,FALSE,FALSE
1/18/2015,Zambia,DR Congo,DR Congo,Yannick Bolasie,66,FALSE,FALSE
1/19/2015,Algeria,South Africa,South Africa,Thuso Phala,51,FALSE,FALSE
1/19/2015,Algeria,South Africa,Algeria,Thulani Hlatshwayo,67,TRUE,FALSE
1/19/2015,Algeria,South Africa,Algeria,Faouzi Ghoulam,72,FALSE,FALSE
1/19/2015,Algeria,South Africa,Algeria,Islam Slimani,83,FALSE,FALSE
1/19/2015,Ghana,Senegal,Ghana,André Ayew,14,FALSE,TRUE
1/19/2015,Ghana,Senegal,Senegal,Mame Biram Diouf,58,FALSE,FALSE
1/19/2015,Ghana,Senegal,Senegal,Moussa Sow,90,FALSE,FALSE
1/19/2015,Iran,United Arab Emirates,Iran,Reza Ghoochannejhad,90,FALSE,FALSE
1/19/2015,Qatar,Bahrain,Bahrain,Sayed Dhiya Saeed,34,FALSE,FALSE
1/19/2015,Qatar,Bahrain,Qatar,Hassan Al-Haydos,68,FALSE,FALSE
1/19/2015,Qatar,Bahrain,Bahrain,Sayed Jaafar Ahmed,82,FALSE,FALSE
1/20/2015,Iraq,Palestine,Iraq,Younis Mahmoud,48,FALSE,FALSE
1/20/2015,Iraq,Palestine,Iraq,Ahmed Yasin Ghani,88,FALSE,FALSE
1/20/2015,Ivory Coast,Guinea,Guinea,Mohamed Yattara,36,FALSE,FALSE
1/20/2015,Ivory Coast,Guinea,Ivory Coast,Seydou Doumbia,72,FALSE,FALSE
1/20/2015,Japan,Jordan,Japan,Keisuke Honda,24,FALSE,FALSE
1/20/2015,Japan,Jordan,Japan,Shinji Kagawa,82,FALSE,FALSE
1/20/2015,Mali,Cameroon,Mali,Sambou Yatabaré,71,FALSE,FALSE
1/20/2015,Mali,Cameroon,Cameroon,Ambroise Oyongo,84,FALSE,FALSE
1/21/2015,Gabon,Congo,Congo,Prince Oniangué,48,FALSE,FALSE
1/22/2015,Australia,China PR,Australia,Tim Cahill,48,FALSE,FALSE
1/22/2015,Australia,China PR,Australia,Tim Cahill,65,FALSE,FALSE
1/22/2015,South Korea,Uzbekistan,South Korea,Son Heung-min,104,FALSE,FALSE
1/22/2015,South Korea,Uzbekistan,South Korea,Son Heung-min,119,FALSE,FALSE
1/22/2015,Zambia,Tunisia,Zambia,Emmanuel Mayuka,60,FALSE,FALSE
1/22/2015,Zambia,Tunisia,Tunisia,Ahmed Akaïchi,70,FALSE,FALSE
1/22/2015,Zambia,Tunisia,Tunisia,Yassine Chikhaoui,89,FALSE,FALSE
1/23/2015,Ghana,Algeria,Ghana,Asamoah Gyan,90,FALSE,FALSE
1/23/2015,Iran,Iraq,Iran,Sardar Azmoun,24,FALSE,FALSE
1/23/2015,Iran,Iraq,Iraq,Ahmed Yasin Ghani,56,FALSE,FALSE
1/23/2015,Iran,Iraq,Iraq,Younis Mahmoud,93,FALSE,FALSE
1/23/2015,Iran,Iraq,Iran,Morteza Pouraliganji,103,FALSE,FALSE
1/23/2015,Iran,Iraq,Iraq,Dhurgham Ismail,116,FALSE,TRUE
1/23/2015,Iran,Iraq,Iran,Reza Ghoochannejhad,119,FALSE,FALSE
1/23/2015,Japan,United Arab Emirates,United Arab Emirates,Ali Mabkhout,7,FALSE,FALSE
1/23/2015,Japan,United Arab Emirates,Japan,Gaku Shibasaki,81,FALSE,FALSE
1/23/2015,South Africa,Senegal,South Africa,Oupa Manyisa,47,FALSE,FALSE
1/23/2015,South Africa,Senegal,Senegal,Kara Mbodji,60,FALSE,FALSE
1/24/2015,Cameroon,Guinea,Cameroon,Benjamin Moukandjo,13,FALSE,FALSE
1/24/2015,Cameroon,Guinea,Guinea,Ibrahima Traoré,42,FALSE,FALSE
1/24/2015,Ivory Coast,Mali,Mali,Bakary Sako,7,FALSE,FALSE
1/24/2015,Ivory Coast,Mali,Ivory Coast,Max Gradel,86,FALSE,FALSE
1/25/2015,Congo,Burkina Faso,Congo,Thievy Bifouma,51,FALSE,FALSE
1/25/2015,Congo,Burkina Faso,Burkina Faso,Aristide Bancé,86,FALSE,FALSE
1/25/2015,Congo,Burkina Faso,Congo,Fabrice Ondama,87,FALSE,FALSE
1/25/2015,Equatorial Guinea,Gabon,Equatorial Guinea,Javier Balboa,55,FALSE,TRUE
1/25/2015,Equatorial Guinea,Gabon,Equatorial Guinea,Iban Salvador,85,FALSE,FALSE
1/26/2015,DR Congo,Tunisia,Tunisia,Ahmed Akaïchi,31,FALSE,FALSE
1/26/2015,DR Congo,Tunisia,DR Congo,Jeremy Bokila,66,FALSE,FALSE
1/26/2015,South Korea,Iraq,South Korea,Lee Jung-hyup,20,FALSE,FALSE
1/26/2015,South Korea,Iraq,South Korea,Kim Young-gwon,50,FALSE,FALSE
1/27/2015,Australia,United Arab Emirates,Australia,Trent Sainsbury,3,FALSE,FALSE
1/27/2015,Australia,United Arab Emirates,Australia,Jason Davidson,14,FALSE,FALSE
1/27/2015,Senegal,Algeria,Algeria,Riyad Mahrez,11,FALSE,FALSE
1/27/2015,Senegal,Algeria,Algeria,Nabil Bentaleb,82,FALSE,FALSE
1/27/2015,South Africa,Ghana,South Africa,Mandla Masango,17,FALSE,FALSE
1/27/2015,South Africa,Ghana,Ghana,John Boye,73,FALSE,FALSE
1/27/2015,South Africa,Ghana,Ghana,André Ayew,83,FALSE,FALSE
1/28/2015,Cameroon,Ivory Coast,Ivory Coast,Max Gradel,35,FALSE,FALSE
1/28/2015,Guinea,Mali,Guinea,Kévin Constant,15,FALSE,TRUE
1/28/2015,Guinea,Mali,Mali,Modibo Maïga,47,FALSE,FALSE
1/30/2015,Iraq,United Arab Emirates,United Arab Emirates,Ahmed Khalil,16,FALSE,FALSE
1/30/2015,Iraq,United Arab Emirates,Iraq,Waleed Salim Al-Lami,28,FALSE,FALSE
1/30/2015,Iraq,United Arab Emirates,Iraq,Amjad Kalaf,42,FALSE,FALSE
1/30/2015,Iraq,United Arab Emirates,United Arab Emirates,Ahmed Khalil,51,FALSE,FALSE
1/30/2015,Iraq,United Arab Emirates,United Arab Emirates,Ali Mabkhout,57,FALSE,TRUE
1/31/2015,Australia,South Korea,Australia,Massimo Luongo,45,FALSE,FALSE
1/31/2015,Australia,South Korea,South Korea,Son Heung-min,90,FALSE,FALSE
1/31/2015,Australia,South Korea,Australia,James Troisi,105,FALSE,FALSE
1/31/2015,Congo,DR Congo,Congo,Férébory Doré,55,FALSE,FALSE
1/31/2015,Congo,DR Congo,Congo,Thievy Bifouma,62,FALSE,FALSE
1/31/2015,Congo,DR Congo,DR Congo,Dieumerci Mbokani,65,FALSE,FALSE
1/31/2015,Congo,DR Congo,DR Congo,Jeremy Bokila,75,FALSE,FALSE
1/31/2015,Congo,DR Congo,DR Congo,Joël Kimwaki,81,FALSE,FALSE
1/31/2015,Congo,DR Congo,DR Congo,Dieumerci Mbokani,90,FALSE,FALSE
1/31/2015,Equatorial Guinea,Tunisia,Tunisia,Ahmed Akaïchi,70,FALSE,FALSE
1/31/2015,Equatorial Guinea,Tunisia,Equatorial Guinea,Javier Balboa,90,FALSE,TRUE
1/31/2015,Equatorial Guinea,Tunisia,Equatorial Guinea,Javier Balboa,102,FALSE,FALSE
2/1/2015,Ghana,Guinea,Ghana,Christian Atsu,4,FALSE,FALSE
2/1/2015,Ghana,Guinea,Ghana,Kwesi Appiah,44,FALSE,FALSE
2/1/2015,Ghana,Guinea,Ghana,Christian Atsu,61,FALSE,FALSE
2/1/2015,Ivory Coast,Algeria,Ivory Coast,Wilfried Bony,26,FALSE,FALSE
2/1/2015,Ivory Coast,Algeria,Algeria,Hillal Soudani,51,FALSE,FALSE
2/1/2015,Ivory Coast,Algeria,Ivory Coast,Wilfried Bony,68,FALSE,FALSE
2/1/2015,Ivory Coast,Algeria,Ivory Coast,Gervinho,90,FALSE,FALSE
2/4/2015,DR Congo,Ivory Coast,Ivory Coast,Yaya Touré,20,FALSE,FALSE
2/4/2015,DR Congo,Ivory Coast,DR Congo,Dieumerci Mbokani,24,FALSE,TRUE
2/4/2015,DR Congo,Ivory Coast,Ivory Coast,Gervinho,41,FALSE,FALSE
2/4/2015,DR Congo,Ivory Coast,Ivory Coast,Wilfried Kanon,68,FALSE,FALSE
2/5/2015,Equatorial Guinea,Ghana,Ghana,Jordan Ayew,42,FALSE,TRUE
2/5/2015,Equatorial Guinea,Ghana,Ghana,Mubarak Wakaso,45,FALSE,FALSE
2/5/2015,Equatorial Guinea,Ghana,Ghana,André Ayew,75,FALSE,FALSE
3/12/2015,Cambodia,Macau,Cambodia,Chan Vathanaka,63,FALSE,FALSE
3/12/2015,Cambodia,Macau,Cambodia,Chan Vathanaka,80,FALSE,FALSE
3/12/2015,Cambodia,Macau,Cambodia,Khoun Laboravy,90,FALSE,FALSE
3/12/2015,India,Nepal,India,Sunil Chhetri,53,FALSE,FALSE
3/12/2015,India,Nepal,India,Sunil Chhetri,70,FALSE,FALSE
3/12/2015,Sri Lanka,Bhutan,Bhutan,Tshering Dorji,82,FALSE,FALSE
3/12/2015,Taiwan,Brunei,Brunei,Adi Said,36,FALSE,FALSE
3/12/2015,Yemen,Pakistan,Yemen,Abdulwasea Al-Matari,3,FALSE,FALSE
3/12/2015,Yemen,Pakistan,Yemen,Mohammed Boqshan,56,FALSE,FALSE
3/12/2015,Yemen,Pakistan,Pakistan,Hassan Bashir,67,FALSE,TRUE
3/12/2015,Yemen,Pakistan,Yemen,Ala Al-Sasi,69,FALSE,FALSE
3/17/2015,Bhutan,Sri Lanka,Bhutan,Chencho Gyeltshen,6,FALSE,FALSE
3/17/2015,Bhutan,Sri Lanka,Sri Lanka,Subash Madushan,34,FALSE,FALSE
3/17/2015,Bhutan,Sri Lanka,Bhutan,Chencho Gyeltshen,90,FALSE,FALSE
3/17/2015,Brunei,Taiwan,Taiwan,Wang Rui,37,FALSE,FALSE
3/17/2015,Brunei,Taiwan,Taiwan,Onur Dogan,52,FALSE,FALSE
3/17/2015,Macau,Cambodia,Cambodia,Thierry Bin,29,FALSE,FALSE
3/17/2015,Macau,Cambodia,Macau,Leong Ka Hang,52,FALSE,TRUE
3/22/2015,Barbados,United States Virgin Islands,United States Virgin Islands,Jamie Browne,16,FALSE,FALSE
3/23/2015,Nicaragua,Anguilla,Nicaragua,Luis Galeano,12,FALSE,FALSE
3/23/2015,Nicaragua,Anguilla,Nicaragua,Luis Copete,25,FALSE,FALSE
3/23/2015,Nicaragua,Anguilla,Nicaragua,Juan Barrera,37,FALSE,FALSE
3/23/2015,Nicaragua,Anguilla,Nicaragua,Luis Copete,39,FALSE,FALSE
3/23/2015,Nicaragua,Anguilla,Nicaragua,Norfran Lazo,63,FALSE,FALSE
3/23/2015,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,Atiba Harris,18,FALSE,FALSE
3/23/2015,Saint Kitts and Nevis,Turks and Caicos Islands,Turks and Caicos Islands,Billy Forbes,22,FALSE,FALSE
3/23/2015,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,Thrizen Leader,43,FALSE,FALSE
3/23/2015,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,Orlando Mitchum,45,FALSE,FALSE
3/23/2015,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,Tishan Hanley,68,FALSE,FALSE
3/23/2015,Saint Kitts and Nevis,Turks and Caicos Islands,Turks and Caicos Islands,Thrizen Leader,74,TRUE,FALSE
3/23/2015,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,Errol O'Loughlin,86,FALSE,FALSE
3/23/2015,Saint Kitts and Nevis,Turks and Caicos Islands,Saint Kitts and Nevis,Orlando Mitchum,90,FALSE,FALSE
3/25/2015,Bahamas,Bermuda,Bermuda,Dante Leverock,4,FALSE,FALSE
3/25/2015,Bahamas,Bermuda,Bermuda,Nahki Wells,14,FALSE,TRUE
3/25/2015,Bahamas,Bermuda,Bermuda,Zeiko Lewis,29,FALSE,FALSE
3/25/2015,Bahamas,Bermuda,Bermuda,Justin Donawa,57,FALSE,FALSE
3/25/2015,Bahamas,Bermuda,Bermuda,Justin Donawa,70,FALSE,FALSE
3/26/2015,Dominica,British Virgin Islands,British Virgin Islands,Eduard Moss,42,FALSE,FALSE
3/26/2015,Dominica,British Virgin Islands,Dominica,Glensworth Elizee,45,FALSE,FALSE
3/26/2015,Dominica,British Virgin Islands,British Virgin Islands,Jordan Johnson,52,FALSE,FALSE
3/26/2015,Dominica,British Virgin Islands,Dominica,Mitchell Joseph,65,FALSE,FALSE
3/26/2015,Dominica,British Virgin Islands,Dominica,Randolph Peltier,80,FALSE,FALSE
3/26/2015,Turks and Caicos Islands,Saint Kitts and Nevis,Turks and Caicos Islands,Widlin Calixte,5,FALSE,TRUE
3/26/2015,Turks and Caicos Islands,Saint Kitts and Nevis,Saint Kitts and Nevis,Joash Leader,7,FALSE,FALSE
3/26/2015,Turks and Caicos Islands,Saint Kitts and Nevis,Turks and Caicos Islands,Widlin Calixte,14,FALSE,TRUE
3/26/2015,Turks and Caicos Islands,Saint Kitts and Nevis,Saint Kitts and Nevis,Joash Leader,29,FALSE,FALSE
3/26/2015,Turks and Caicos Islands,Saint Kitts and Nevis,Saint Kitts and Nevis,Harry Panayiotou,33,FALSE,TRUE
3/26/2015,Turks and Caicos Islands,Saint Kitts and Nevis,Saint Kitts and Nevis,Harry Panayiotou,55,FALSE,FALSE
3/26/2015,Turks and Caicos Islands,Saint Kitts and Nevis,Saint Kitts and Nevis,Harry Panayiotou,60,FALSE,FALSE
3/26/2015,Turks and Caicos Islands,Saint Kitts and Nevis,Saint Kitts and Nevis,Ryan Robbins,73,FALSE,FALSE
3/26/2015,United States Virgin Islands,Barbados,Barbados,Raheim Sargeant,4,FALSE,FALSE
3/26/2015,United States Virgin Islands,Barbados,Barbados,Jamal Chandler,25,FALSE,FALSE
3/26/2015,United States Virgin Islands,Barbados,Barbados,Mario Harte,76,FALSE,FALSE
3/26/2015,United States Virgin Islands,Barbados,Barbados,Jabarry Chandler,90,FALSE,FALSE
3/27/2015,Curaçao,Montserrat,Curaçao,Papito Merencia,8,FALSE,FALSE
3/27/2015,Curaçao,Montserrat,Montserrat,Lyle Taylor,24,FALSE,FALSE
3/27/2015,Curaçao,Montserrat,Curaçao,Felitciano Zschusschen,39,FALSE,TRUE
3/27/2015,England,Lithuania,England,Wayne Rooney,6,FALSE,FALSE
3/27/2015,England,Lithuania,England,Danny Welbeck,45,FALSE,FALSE
3/27/2015,England,Lithuania,England,Raheem Sterling,58,FALSE,FALSE
3/27/2015,England,Lithuania,England,Harry Kane,73,FALSE,FALSE
3/27/2015,Liechtenstein,Austria,Austria,Martin Harnik,14,FALSE,FALSE
3/27/2015,Liechtenstein,Austria,Austria,Marc Janko,16,FALSE,FALSE
3/27/2015,Liechtenstein,Austria,Austria,David Alaba,59,FALSE,FALSE
3/27/2015,Liechtenstein,Austria,Austria,Zlatko Junuzović,74,FALSE,FALSE
3/27/2015,Liechtenstein,Austria,Austria,Marko Arnautović,90,FALSE,FALSE
3/27/2015,Moldova,Sweden,Sweden,Zlatan Ibrahimović,46,FALSE,FALSE
3/27/2015,Moldova,Sweden,Sweden,Zlatan Ibrahimović,84,FALSE,TRUE
3/27/2015,North Macedonia,Belarus,North Macedonia,Aleksandar Trajkovski,9,FALSE,FALSE
3/27/2015,North Macedonia,Belarus,Belarus,Timofei Kalachev,44,FALSE,FALSE
3/27/2015,North Macedonia,Belarus,Belarus,Sergei Kornilenko,82,FALSE,FALSE
3/27/2015,Slovakia,Luxembourg,Slovakia,Adam Nemec,10,FALSE,FALSE
3/27/2015,Slovakia,Luxembourg,Slovakia,Vladimír Weiss,21,FALSE,FALSE
3/27/2015,Slovakia,Luxembourg,Slovakia,Peter Pekarík,40,FALSE,FALSE
3/27/2015,Slovenia,San Marino,Slovenia,Josip Iličić,10,FALSE,FALSE
3/27/2015,Slovenia,San Marino,Slovenia,Kevin Kampl,49,FALSE,FALSE
3/27/2015,Slovenia,San Marino,Slovenia,Andraž Struna,50,FALSE,FALSE
3/27/2015,Slovenia,San Marino,Slovenia,Milivoje Novaković,52,FALSE,FALSE
3/27/2015,Slovenia,San Marino,Slovenia,Dejan Lazarević,73,FALSE,FALSE
3/27/2015,Slovenia,San Marino,Slovenia,Branko Ilić,88,FALSE,FALSE
3/27/2015,Spain,Ukraine,Spain,Álvaro Morata,28,FALSE,FALSE
3/27/2015,Switzerland,Estonia,Switzerland,Fabian Schär,17,FALSE,FALSE
3/27/2015,Switzerland,Estonia,Switzerland,Granit Xhaka,27,FALSE,FALSE
3/27/2015,Switzerland,Estonia,Switzerland,Haris Seferovic,80,FALSE,FALSE
3/28/2015,Andorra,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,13,FALSE,FALSE
3/28/2015,Andorra,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,49,FALSE,FALSE
3/28/2015,Andorra,Bosnia and Herzegovina,Bosnia and Herzegovina,Edin Džeko,62,FALSE,FALSE
3/28/2015,Azerbaijan,Malta,Azerbaijan,Javid Huseynov,4,FALSE,FALSE
3/28/2015,Azerbaijan,Malta,Azerbaijan,Dimitrij Nazarov,90,FALSE,FALSE
3/28/2015,Belgium,Cyprus,Belgium,Marouane Fellaini,21,FALSE,FALSE
3/28/2015,Belgium,Cyprus,Belgium,Christian Benteke,35,FALSE,FALSE
3/28/2015,Belgium,Cyprus,Belgium,Marouane Fellaini,66,FALSE,FALSE
3/28/2015,Belgium,Cyprus,Belgium,Eden Hazard,67,FALSE,FALSE
3/28/2015,Belgium,Cyprus,Belgium,Michy Batshuayi,80,FALSE,FALSE
3/28/2015,Bulgaria,Italy,Italy,Yordan Minev,4,TRUE,FALSE
3/28/2015,Bulgaria,Italy,Bulgaria,Ivelin Popov,11,FALSE,FALSE
3/28/2015,Bulgaria,Italy,Bulgaria,Iliyan Mitsanski,17,FALSE,FALSE
3/28/2015,Bulgaria,Italy,Italy,Éder,84,FALSE,FALSE
3/28/2015,Croatia,Norway,Croatia,Marcelo Brozović,30,FALSE,FALSE
3/28/2015,Croatia,Norway,Croatia,Ivan Perišić,53,FALSE,FALSE
3/28/2015,Croatia,Norway,Croatia,Ivica Olić,65,FALSE,FALSE
3/28/2015,Croatia,Norway,Norway,Alexander Tettey,80,FALSE,FALSE
3/28/2015,Croatia,Norway,Croatia,Gordon Schildenfeld,87,FALSE,FALSE
3/28/2015,Croatia,Norway,Croatia,Danijel Pranjić,90,FALSE,FALSE
3/28/2015,Czech Republic,Latvia,Latvia,Aleksejs Višņakovs,30,FALSE,FALSE
3/28/2015,Czech Republic,Latvia,Czech Republic,Václav Pilař,90,FALSE,FALSE
3/28/2015,Israel,Wales,Wales,Aaron Ramsey,45,FALSE,FALSE
3/28/2015,Israel,Wales,Wales,Gareth Bale,50,FALSE,FALSE
3/28/2015,Israel,Wales,Wales,Gareth Bale,77,FALSE,FALSE
3/28/2015,Kazakhstan,Iceland,Iceland,Eiður Guðjohnsen,20,FALSE,FALSE
3/28/2015,Kazakhstan,Iceland,Iceland,Birkir Bjarnason,32,FALSE,FALSE
